Year,ICD10 Code,ICD10 Diagnosis,Diagnosis Type,Metric,Sex,Value
2008/09,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,100222
2008/09,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,16803
2008/09,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,48587
2008/09,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of admissions,Female,2813
2008/09,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of admissions,Female,2942
2008/09,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of admissions,Female,11620
2008/09,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Number of admissions,Female,13521
2008/09,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Number of admissions,Female,2582
2008/09,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Number of admissions,Female,64023
2008/09,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Number of admissions,Female,46452
2008/09,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Number of admissions,Female,12604
2008/09,All codes,All admissions,All admissions,Attributable number,Female,170600
2008/09,C00-D48,All cancers,All cancers,Attributable number,Female,48800
2008/09,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,Female,57000
2008/09,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,Female,43700
2008/09,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,Female,8800
2008/09,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,Female,26200
2008/09,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,Female,2500
2008/09,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,Female,5600
2008/09,C32,Larynx,Cancers which can be caused by smoking,Attributable number,Female,600
2008/09,C53,Cervical,Cancers which can be caused by smoking,Attributable number,Female,900
2008/09,C67,Bladder,Cancers which can be caused by smoking,Attributable number,Female,6000
2008/09,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,Female,400
2008/09,C16,Stomach,Cancers which can be caused by smoking,Attributable number,Female,800
2008/09,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Female,2900
2008/09,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Female,1500
2008/09,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Female,1400
2008/09,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Female,2400
2008/09,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,Female,43600
2008/09,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,Female,11000
2008/09,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,12100
2008/09,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,19700
2008/09,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,3200
2008/09,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,6700
2008/09,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,Female,1600
2008/09,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,Female,400
2008/09,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Female,5500
2008/09,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Attributable number,Female,2200
2008/09,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Attributable number,Female,1100
2008/09,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Attributable number,Female,6600
2008/09,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Attributable number,Female,5100
2008/09,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Attributable number,Female,600
2007/08,All codes,All admissions,All admissions,Number of admissions,Male,4123309
2007/08,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All diseases which can be caused by smoking,All diseases which can be caused by smoking,Number of admissions,Male,797400
2007/08,C00-D48,All cancers,All cancers,Number of admissions,Male,642115
2007/08,J00-J99,All respiratory diseases,All respiratory diseases,Number of admissions,Male,213945
2007/08,I00-I99,All circulatory diseases,All circulatory diseases,Number of admissions,Male,486864
2007/08,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of admissions,Male,540498
2007/08,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of admissions,Male,48156
2007/08,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of admissions,Male,11013
2007/08,C15,Oesophagus,Cancers which can be caused by smoking,Number of admissions,Male,23468
2007/08,C32,Larynx,Cancers which can be caused by smoking,Number of admissions,Male,3778
2007/08,C53,Cervical,Cancers which can be caused by smoking,Number of admissions,Male,.
2007/08,C67,Bladder,Cancers which can be caused by smoking,Number of admissions,Male,61945
2007/08,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of admissions,Male,7793
2007/08,C16,Stomach,Cancers which can be caused by smoking,Number of admissions,Male,16495
2007/08,C25,Pancreas,Cancers which can be caused by smoking,Number of admissions,Male,11005
2007/08,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,Male,4597
2007/08,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,Male,18411
2007/08,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,Male,3154
2007/08,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of admissions,Male,51142
2007/08,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of admissions,Male,50489
2007/08,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,127041
2007/08,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,198602
2007/08,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,22692
2007/08,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,44767
2007/08,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of admissions,Male,9019
2007/08,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of admissions,Male,5405
2007/08,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of admissions,Male,11860
2007/08,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Number of admissions,Male,8130
2007/08,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Number of admissions,Male,1373
2007/08,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Number of admissions,Male,42015
2007/08,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Number of admissions,Male,14958
2007/08,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Number of admissions,Male,.
2007/08,All codes,All admissions,All admissions,Attributable number,Male,281500
2007/08,C00-D48,All cancers,All cancers,Attributable number,Male,114100
2007/08,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,Male,56400
2007/08,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,Male,96100
2007/08,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,Male,8400
2007/08,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,Male,42200
2007/08,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,Male,8100
2007/08,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,Male,16400
2007/08,C32,Larynx,Cancers which can be caused by smoking,Attributable number,Male,3100
2007/08,C53,Cervical,Cancers which can be caused by smoking,Attributable number,Male,.
2007/08,C67,Bladder,Cancers which can be caused by smoking,Attributable number,Male,28000
2007/08,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,Male,2700
2007/08,C16,Stomach,Cancers which can be caused by smoking,Attributable number,Male,4300
2007/08,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Male,2600
2007/08,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Male,2500
2007/08,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Male,4200
2007/08,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Male,2800
2007/08,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,Male,40700
2007/08,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,Male,12900
2007/08,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,23700
2007/08,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,52800
2007/08,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,4000
2007/08,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,8300
2007/08,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,Male,5700
2007/08,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,Male,1500
2007/08,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Male,6300
2007/08,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Attributable number,Male,1400
2007/08,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Attributable number,Male,600
2007/08,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Attributable number,Male,5100
2007/08,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Attributable number,Male,1400
2007/08,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Attributable number,Male,.
2007/08,All codes,All admissions,All admissions,Number of admissions,Female,4746656
2007/08,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All diseases which can be caused by smoking,All diseases which can be caused by smoking,Number of admissions,Female,641401
2007/08,C00-D48,All cancers,All cancers,Number of admissions,Female,680151
2007/08,J00-J99,All respiratory diseases,All respiratory diseases,Number of admissions,Female,205799
2007/08,I00-I99,All circulatory diseases,All circulatory diseases,Number of admissions,Female,364468
2007/08,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of admissions,Female,552744
2007/08,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of admissions,Female,33731
2007/08,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of admissions,Female,4709
2007/08,C15,Oesophagus,Cancers which can be caused by smoking,Number of admissions,Female,9396
2007/08,C32,Larynx,Cancers which can be caused by smoking,Number of admissions,Female,750
2007/08,C53,Cervical,Cancers which can be caused by smoking,Number of admissions,Female,6530
2007/08,C67,Bladder,Cancers which can be caused by smoking,Number of admissions,Female,18884
2007/08,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of admissions,Female,4030
2007/08,C16,Stomach,Cancers which can be caused by smoking,Number of admissions,Female,6844
2007/08,C25,Pancreas,Cancers which can be caused by smoking,Number of admissions,Female,10657
2007/08,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,Female,6250
2007/08,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,Female,14128
2007/08,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,Female,2520
2007/08,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of admissions,Female,49125
2007/08,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of admissions,Female,47263
2007/08,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,108181
2007/08,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,102471
2007/08,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,15387
2007/08,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,47555
2007/08,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of admissions,Female,2649
2007/08,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of admissions,Female,3173
2007/08,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of admissions,Female,11341
2007/08,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Number of admissions,Female,11840
2007/08,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Number of admissions,Female,2188
2007/08,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Number of admissions,Female,62738
2007/08,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Number of admissions,Female,46939
2007/08,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Number of admissions,Female,12122
2007/08,All codes,All admissions,All admissions,Attributable number,Female,158900
2007/08,C00-D48,All cancers,All cancers,Attributable number,Female,47200
2007/08,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,Female,49400
2007/08,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,Female,42500
2007/08,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,Female,8100
2007/08,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,Female,25100
2007/08,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,Female,2400
2007/08,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,Female,5800
2007/08,C32,Larynx,Cancers which can be caused by smoking,Attributable number,Female,600
2007/08,C53,Cervical,Cancers which can be caused by smoking,Attributable number,Female,800
2007/08,C67,Bladder,Cancers which can be caused by smoking,Attributable number,Female,5700
2007/08,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,Female,300
2007/08,C16,Stomach,Cancers which can be caused by smoking,Attributable number,Female,900
2007/08,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Female,2800
2007/08,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Female,1400
2007/08,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Female,1400
2007/08,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Female,2100
2007/08,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,Female,38300
2007/08,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,Female,9000
2007/08,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,11600
2007/08,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,19800
2007/08,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,2900
2007/08,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,6300
2007/08,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,Female,1500
2007/08,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,Female,400
2007/08,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Female,5300
2007/08,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Attributable number,Female,1900
2007/08,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Attributable number,Female,900
2007/08,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Attributable number,Female,6300
2007/08,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Attributable number,Female,4900
2007/08,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Attributable number,Female,600
2006/07,All codes,All admissions,All admissions,Number of admissions,Male,3959716
2006/07,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All diseases which can be caused by smoking,All diseases which can be caused by smoking,Number of admissions,Male,790240
2006/07,C00-D48,All cancers,All cancers,Number of admissions,Male,636115
2006/07,J00-J99,All respiratory diseases,All respiratory diseases,Number of admissions,Male,210662
2006/07,I00-I99,All circulatory diseases,All circulatory diseases,Number of admissions,Male,486391
2006/07,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of admissions,Male,504618
2006/07,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of admissions,Male,48919
2006/07,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of admissions,Male,10419
2006/07,C15,Oesophagus,Cancers which can be caused by smoking,Number of admissions,Male,25018
2006/07,C32,Larynx,Cancers which can be caused by smoking,Number of admissions,Male,3774
2006/07,C53,Cervical,Cancers which can be caused by smoking,Number of admissions,Male,.
2006/07,C67,Bladder,Cancers which can be caused by smoking,Number of admissions,Male,60608
2006/07,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of admissions,Male,7248
2006/07,C16,Stomach,Cancers which can be caused by smoking,Number of admissions,Male,18254
2006/07,C25,Pancreas,Cancers which can be caused by smoking,Number of admissions,Male,11294
2006/07,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,Male,5286
2006/07,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,Male,18290
2006/07,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,Male,3095
2006/07,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of admissions,Male,52599
2006/07,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of admissions,Male,47376
2006/07,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,120665
2006/07,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,200530
2006/07,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,22889
2006/07,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,44882
2006/07,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of admissions,Male,8796
2006/07,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of admissions,Male,4840
2006/07,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of admissions,Male,11457
2006/07,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Number of admissions,Male,6856
2006/07,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Number of admissions,Male,1201
2006/07,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Number of admissions,Male,41558
2006/07,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Number of admissions,Male,14385
2006/07,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Number of admissions,Male,.
2006/07,All codes,All admissions,All admissions,Attributable number,Male,282900
2006/07,C00-D48,All cancers,All cancers,Attributable number,Male,115600
2006/07,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,Male,56700
2006/07,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,Male,96100
2006/07,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,Male,7900
2006/07,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,Male,42900
2006/07,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,Male,7700
2006/07,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,Male,17500
2006/07,C32,Larynx,Cancers which can be caused by smoking,Attributable number,Male,3100
2006/07,C53,Cervical,Cancers which can be caused by smoking,Attributable number,Male,.
2006/07,C67,Bladder,Cancers which can be caused by smoking,Attributable number,Male,27400
2006/07,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,Male,2500
2006/07,C16,Stomach,Cancers which can be caused by smoking,Attributable number,Male,4800
2006/07,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Male,2700
2006/07,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Male,2900
2006/07,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Male,4200
2006/07,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Male,2800
2006/07,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,Male,41800
2006/07,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,Male,12100
2006/07,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,22700
2006/07,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,53900
2006/07,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,4100
2006/07,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,8500
2006/07,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,Male,5600
2006/07,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,Male,1400
2006/07,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Male,6200
2006/07,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Attributable number,Male,1200
2006/07,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Attributable number,Male,500
2006/07,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Attributable number,Male,5100
2006/07,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Attributable number,Male,1400
2006/07,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Attributable number,Male,.
2006/07,All codes,All admissions,All admissions,Number of admissions,Female,4552766
2006/07,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All diseases which can be caused by smoking,All diseases which can be caused by smoking,Number of admissions,Female,636798
2006/07,C00-D48,All cancers,All cancers,Number of admissions,Female,666704
2006/07,J00-J99,All respiratory diseases,All respiratory diseases,Number of admissions,Female,205990
2006/07,I00-I99,All circulatory diseases,All circulatory diseases,Number of admissions,Female,363216
2006/07,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of admissions,Female,519195
2006/07,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of admissions,Female,33545
2006/07,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of admissions,Female,4465
2006/07,C15,Oesophagus,Cancers which can be caused by smoking,Number of admissions,Female,9567
2006/07,C32,Larynx,Cancers which can be caused by smoking,Number of admissions,Female,748
2006/07,C53,Cervical,Cancers which can be caused by smoking,Number of admissions,Female,6791
2006/07,C67,Bladder,Cancers which can be caused by smoking,Number of admissions,Female,19140
2006/07,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of admissions,Female,3846
2006/07,C16,Stomach,Cancers which can be caused by smoking,Number of admissions,Female,7500
2006/07,C25,Pancreas,Cancers which can be caused by smoking,Number of admissions,Female,10194
2006/07,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,Female,6883
2006/07,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,Female,13195
2006/07,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,Female,2381
2006/07,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of admissions,Female,51447
2006/07,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of admissions,Female,44808
2006/07,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,104434
2006/07,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,103954
2006/07,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,15181
2006/07,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,48080
2006/07,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of admissions,Female,2824
2006/07,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of admissions,Female,2911
2006/07,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of admissions,Female,10813
2006/07,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Number of admissions,Female,9865
2006/07,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Number of admissions,Female,1863
2006/07,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Number of admissions,Female,64093
2006/07,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Number of admissions,Female,46324
2006/07,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Number of admissions,Female,11946
2006/07,All codes,All admissions,All admissions,Attributable number,Female,161800
2006/07,C00-D48,All cancers,All cancers,Attributable number,Female,47500
2006/07,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,Female,50900
2006/07,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,Female,43600
2006/07,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,Female,7600
2006/07,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,Female,25200
2006/07,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,Female,2300
2006/07,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,Female,6000
2006/07,C32,Larynx,Cancers which can be caused by smoking,Attributable number,Female,600
2006/07,C53,Cervical,Cancers which can be caused by smoking,Attributable number,Female,800
2006/07,C67,Bladder,Cancers which can be caused by smoking,Attributable number,Female,5800
2006/07,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,Female,300
2006/07,C16,Stomach,Cancers which can be caused by smoking,Attributable number,Female,900
2006/07,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Female,2700
2006/07,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Female,1600
2006/07,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Female,1300
2006/07,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Female,2000
2006/07,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,Female,40300
2006/07,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,Female,8600
2006/07,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,11500
